Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(768) | Tiempo: 2572 ms | TextId: So01.Do1147.V2017-06-29.Se02.T02 | No. Concepts: 3 | Doc: So01.Do1147 - 2017-06-29 | Section: Diagnosis 
Text(769) | Tiempo: 10908 ms | TextId: So01.Do1147.V2017-06-29.Se02.T03 | No. Concepts: 9 | Doc: So01.Do1147 - 2017-06-29 | Section: Diagnosis 
Text(770) | Tiempo: 26941 ms | TextId: So01.Do1147.V2017-06-29.Se02.T04 | No. Concepts: 18 | Doc: So01.Do1147 - 2017-06-29 | Section: Diagnosis 
Text(771) | Tiempo: 1231 ms | TextId: So01.Do1147.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1147 - 2017-06-29 | Section: Diagnosis 
Text(772) | Tiempo: 14365 ms | TextId: So01.Do1147.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(773) | Tiempo: 10037 ms | TextId: So01.Do1147.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(774) | Tiempo: 127177 ms | TextId: So01.Do1147.V2017-06-29.Se04.T03 | No. Concepts: 29 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(775) | Tiempo: 33302 ms | TextId: So01.Do1147.V2017-06-29.Se04.T04 | No. Concepts: 4 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(776) | Tiempo: 53437 ms | TextId: So01.Do1147.V2017-06-29.Se04.T05 | No. Concepts: 4 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(777) | Tiempo: 41067 ms | TextId: So01.Do1147.V2017-06-29.Se04.T06 | No. Concepts: 15 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(778) | Tiempo: 23160 ms | TextId: So01.Do1147.V2017-06-29.Se04.T07 | No. Concepts: 11 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(779) | Tiempo: 4687 ms | TextId: So01.Do1147.V2017-06-29.Se04.T08 | No. Concepts: 4 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(780) | Tiempo: 4619 ms | TextId: So01.Do1147.V2017-06-29.Se04.T09 | No. Concepts: 2 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(781) | Tiempo: 14380 ms | TextId: So01.Do1147.V2017-06-29.Se04.T10 | No. Concepts: 11 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(782) | Tiempo: 3671 ms | TextId: So01.Do1147.V2017-06-29.Se04.T11 | No. Concepts: 3 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(783) | Tiempo: 19531 ms | TextId: So01.Do1147.V2017-06-29.Se04.T12 | No. Concepts: 6 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(784) | Tiempo: 1989 ms | TextId: So01.Do1147.V2017-06-29.Se04.T13 | No. Concepts: 2 | Doc: So01.Do1147 - 2017-06-29 | Section: Signs and symptoms 
Text(785) | Tiempo: 4091 ms | TextId: So01.Do1148.V2017-06-29.Se01.T01 | No. Concepts: 4 | Doc: So01.Do1148 - 2017-06-29 | Section: Cause 
Text(786) | Tiempo: 9837 ms | TextId: So01.Do1149.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(787) | Tiempo: 80238 ms | TextId: So01.Do1149.V2017-06-29.Se02.T02 | No. Concepts: 5 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(788) | Tiempo: 5485 ms | TextId: So01.Do1149.V2017-06-29.Se02.T03 | No. Concepts: 4 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(789) | Tiempo: 10608 ms | TextId: So01.Do1149.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(790) | Tiempo: 3341 ms | TextId: So01.Do1149.V2017-06-29.Se02.T05 | No. Concepts: 3 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(791) | Tiempo: 1407 ms | TextId: So01.Do1149.V2017-06-29.Se02.T06 | No. Concepts: 2 | Doc: So01.Do1149 - 2017-06-29 | Section: Diagnosis 
Text(792) | Tiempo: 13280 ms | TextId: So01.Do1152.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do1152 - 2017-06-29 | Section: Signs and symptoms 
Text(793) | Tiempo: 1408 ms | TextId: So01.Do1152.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1152 - 2017-06-29 | Section: Signs and symptoms 
Text(794) | Tiempo: 4836 ms | TextId: So01.Do1154.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1154 - 2017-06-29 | Section: Diagnosis 
Text(795) | Tiempo: 85922 ms | TextId: So01.Do1157.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1157 - 2017-06-29 | Section: Diagnosis 
Text(796) | Tiempo: 8159 ms | TextId: So01.Do1157.V2017-06-29.Se02.T02 | No. Concepts: 5 | Doc: So01.Do1157 - 2017-06-29 | Section: Diagnosis 
Text(797) | Tiempo: 40335 ms | TextId: So01.Do1157.V2017-06-29.Se04.T01 | No. Concepts: 26 | Doc: So01.Do1157 - 2017-06-29 | Section: Signs and symptoms 
Text(798) | Tiempo: 674 ms | TextId: So01.Do1158.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1158 - 2017-06-29 | Section: Cause 
Text(799) | Tiempo: 45193 ms | TextId: So01.Do1158.V2017-06-29.Se02.T01 | No. Concepts: 12 | Doc: So01.Do1158 - 2017-06-29 | Section: Diagnosis 
Text(800) | Tiempo: 128450 ms | TextId: So01.Do1158.V2017-06-29.Se04.T01 | No. Concepts: 18 | Doc: So01.Do1158 - 2017-06-29 | Section: Signs and symptoms 
Text(801) | Tiempo: 20125 ms | TextId: So01.Do1159.V2017-06-29.Se02.T01 | No. Concepts: 14 | Doc: So01.Do1159 - 2017-06-29 | Section: Diagnosis 
Text(802) | Tiempo: 374 ms | TextId: So01.Do1159.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1159 - 2017-06-29 | Section: Diagnosis 
Text(803) | Tiempo: 18465 ms | TextId: So01.Do1159.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1159 - 2017-06-29 | Section: Signs and symptoms 
Text(804) | Tiempo: 5850 ms | TextId: So01.Do1159.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1159 - 2017-06-29 | Section: Signs and symptoms 
Text(805) | Tiempo: 72080 ms | TextId: So01.Do1159.V2017-06-29.Se04.T03 | No. Concepts: 8 | Doc: So01.Do1159 - 2017-06-29 | Section: Signs and symptoms 
Text(806) | Tiempo: 130 ms | TextId: So01.Do1159.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1159 - 2017-06-29 | Section: Signs and symptoms 
Text(807) | Tiempo: 35706 ms | TextId: So01.Do1159.V2017-06-29.Se04.T05 | No. Concepts: 5 | Doc: So01.Do1159 - 2017-06-29 | Section: Signs and symptoms 
Text(808) | Tiempo: 24452 ms | TextId: So01.Do1160.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1160 - 2017-06-29 | Section: Diagnosis 
Text(809) | Tiempo: 142983 ms | TextId: So01.Do1160.V2017-06-29.Se02.T02 | No. Concepts: 16 | Doc: So01.Do1160 - 2017-06-29 | Section: Diagnosis 
Text(810) | Tiempo: 279424 ms | TextId: So01.Do1161.V2017-06-29.Se02.T01 | No. Concepts: 22 | Doc: So01.Do1161 - 2017-06-29 | Section: Diagnosis 
Text(811) | Tiempo: 44618 ms | TextId: So01.Do1161.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1161 - 2017-06-29 | Section: Diagnosis 
Text(812) | Tiempo: 28 ms | TextId: So01.Do1161.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1161 - 2017-06-29 | Section: Diagnosis 
Text(813) | Tiempo: 14055 ms | TextId: So01.Do1162.V2017-06-29.Se01.T01 | No. Concepts: 6 | Doc: So01.Do1162 - 2017-06-29 | Section: Cause 
Text(814) | Tiempo: 1106 ms | TextId: So01.Do1162.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1162 - 2017-06-29 | Section: Cause 
Text(815) | Tiempo: 1196 ms | TextId: So01.Do1162.V2017-06-29.Se01.T03 | No. Concepts: 2 | Doc: So01.Do1162 - 2017-06-29 | Section: Cause 
Text(816) | Tiempo: 58 ms | TextId: So01.Do1162.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do1162 - 2017-06-29 | Section: Diagnosis 
Text(817) | Tiempo: 18 ms | TextId: So01.Do1162.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1162 - 2017-06-29 | Section: Diagnosis 
Text(818) | Tiempo: 41088 ms | TextId: So01.Do1162.V2017-06-29.Se04.T01 | No. Concepts: 22 | Doc: So01.Do1162 - 2017-06-29 | Section: Signs and symptoms 
Text(819) | Tiempo: 29406 ms | TextId: So01.Do1163.V2017-06-29.Se02.T01 | No. Concepts: 24 | Doc: So01.Do1163 - 2017-06-29 | Section: Diagnosis 
Text(820) | Tiempo: 95 ms | TextId: So01.Do1163.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1163 - 2017-06-29 | Section: Diagnosis 
Text(821) | Tiempo: 245 ms | TextId: So01.Do1163.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1163 - 2017-06-29 | Section: Diagnosis 
Text(822) | Tiempo: 8894 ms | TextId: So01.Do1163.V2017-06-29.Se04.T01 | No. Concepts: 7 | Doc: So01.Do1163 - 2017-06-29 | Section: Signs and symptoms 
Text(823) | Tiempo: 42621 ms | TextId: So01.Do1163.V2017-06-29.Se04.T02 | No. Concepts: 15 | Doc: So01.Do1163 - 2017-06-29 | Section: Signs and symptoms 
Text(824) | Tiempo: 5023 ms | TextId: So01.Do1163.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1163 - 2017-06-29 | Section: Signs and symptoms 
Text(825) | Tiempo: 21614 ms | TextId: So01.Do1163.V2017-06-29.Se04.T04 | No. Concepts: 9 | Doc: So01.Do1163 - 2017-06-29 | Section: Signs and symptoms 
Text(826) | Tiempo: 276 ms | TextId: So01.Do1164.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1164 - 2017-06-29 | Section: Cause 
Text(827) | Tiempo: 77927 ms | TextId: So01.Do1166.V2017-06-29.Se04.T01 | No. Concepts: 30 | Doc: So01.Do1166 - 2017-06-29 | Section: Signs and symptoms 
Text(828) | Tiempo: 2658 ms | TextId: So01.Do1166.V2017-06-29.Se04.T02 | No. Concepts: 3 | Doc: So01.Do1166 - 2017-06-29 | Section: Signs and symptoms 
Text(829) | Tiempo: 7638 ms | TextId: So01.Do1168.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(830) | Tiempo: 21868 ms | TextId: So01.Do1168.V2017-06-29.Se02.T02 | No. Concepts: 15 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(831) | Tiempo: 43422 ms | TextId: So01.Do1168.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(832) | Tiempo: 3834 ms | TextId: So01.Do1168.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(833) | Tiempo: 7883 ms | TextId: So01.Do1168.V2017-06-29.Se02.T05 | No. Concepts: 6 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(834) | Tiempo: 3936 ms | TextId: So01.Do1168.V2017-06-29.Se02.T06 | No. Concepts: 4 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(835) | Tiempo: 33 ms | TextId: So01.Do1168.V2017-06-29.Se02.T07 | No. Concepts: 1 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(836) | Tiempo: 7353 ms | TextId: So01.Do1168.V2017-06-29.Se02.T08 | No. Concepts: 6 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(837) | Tiempo: 2914 ms | TextId: So01.Do1168.V2017-06-29.Se02.T09 | No. Concepts: 3 | Doc: So01.Do1168 - 2017-06-29 | Section: Diagnosis 
Text(838) | Tiempo: 3175 ms | TextId: So01.Do1168.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(839) | Tiempo: 123 ms | TextId: So01.Do1168.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(840) | Tiempo: 6102 ms | TextId: So01.Do1168.V2017-06-29.Se04.T03 | No. Concepts: 5 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(841) | Tiempo: 36 ms | TextId: So01.Do1168.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(842) | Tiempo: 17 ms | TextId: So01.Do1168.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(843) | Tiempo: 9567 ms | TextId: So01.Do1168.V2017-06-29.Se04.T06 | No. Concepts: 6 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(844) | Tiempo: 11212 ms | TextId: So01.Do1168.V2017-06-29.Se04.T07 | No. Concepts: 9 | Doc: So01.Do1168 - 2017-06-29 | Section: Signs and symptoms 
Text(845) | Tiempo: 11089 ms | TextId: So01.Do1169.V2017-06-29.Se01.T01 | No. Concepts: 9 | Doc: So01.Do1169 - 2017-06-29 | Section: Cause 
Text(846) | Tiempo: 1235 ms | TextId: So01.Do1169.V2017-06-29.Se01.T02 | No. Concepts: 2 | Doc: So01.Do1169 - 2017-06-29 | Section: Cause 
Text(847) | Tiempo: 1324 ms | TextId: So01.Do1169.V2017-06-29.Se01.T03 | No. Concepts: 2 | Doc: So01.Do1169 - 2017-06-29 | Section: Cause 
Text(848) | Tiempo: 6503 ms | TextId: So01.Do1169.V2017-06-29.Se01.T04 | No. Concepts: 6 | Doc: So01.Do1169 - 2017-06-29 | Section: Cause 
Text(849) | Tiempo: 40 ms | TextId: So01.Do1169.V2017-06-29.Se01.T05 | No. Concepts: 1 | Doc: So01.Do1169 - 2017-06-29 | Section: Cause 
Text(850) | Tiempo: 22769 ms | TextId: So01.Do1169.V2017-06-29.Se04.T01 | No. Concepts: 3 | Doc: So01.Do1169 - 2017-06-29 | Section: Signs and symptoms 
Text(851) | Tiempo: 20182 ms | TextId: So01.Do1169.V2017-06-29.Se04.T02 | No. Concepts: 11 | Doc: So01.Do1169 - 2017-06-29 | Section: Signs and symptoms 
Text(852) | Tiempo: 23939 ms | TextId: So01.Do117.V2017-06-29.Se02.T01 | No. Concepts: 15 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(853) | Tiempo: 26176 ms | TextId: So01.Do117.V2017-06-29.Se02.T02 | No. Concepts: 15 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(854) | Tiempo: 23897 ms | TextId: So01.Do117.V2017-06-29.Se02.T03 | No. Concepts: 12 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(855) | Tiempo: 27063 ms | TextId: So01.Do117.V2017-06-29.Se02.T04 | No. Concepts: 14 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(856) | Tiempo: 19827 ms | TextId: So01.Do117.V2017-06-29.Se02.T05 | No. Concepts: 12 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(857) | Tiempo: 25540 ms | TextId: So01.Do117.V2017-06-29.Se02.T06 | No. Concepts: 18 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(858) | Tiempo: 31745 ms | TextId: So01.Do117.V2017-06-29.Se02.T07 | No. Concepts: 12 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(859) | Tiempo: 3956 ms | TextId: So01.Do117.V2017-06-29.Se02.T08 | No. Concepts: 3 | Doc: So01.Do117 - 2017-06-29 | Section: Diagnosis 
Text(860) | Tiempo: 22869 ms | TextId: So01.Do117.V2017-06-29.Se04.T01 | No. Concepts: 15 | Doc: So01.Do117 - 2017-06-29 | Section: Signs and symptoms 
Text(861) | Tiempo: 12436 ms | TextId: So01.Do117.V2017-06-29.Se04.T02 | No. Concepts: 8 | Doc: So01.Do117 - 2017-06-29 | Section: Signs and symptoms 
Text(862) | Tiempo: 26 ms | TextId: So01.Do117.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do117 - 2017-06-29 | Section: Signs and symptoms 
Text(863) | Tiempo: 87 ms | TextId: So01.Do117.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do117 - 2017-06-29 | Section: Signs and symptoms 
Text(864) | Tiempo: 11256 ms | TextId: So01.Do1170.V2017-06-29.Se04.T01 | No. Concepts: 10 | Doc: So01.Do1170 - 2017-06-29 | Section: Signs and symptoms 
Text(865) | Tiempo: 20129 ms | TextId: So01.Do1170.V2017-06-29.Se04.T02 | No. Concepts: 16 | Doc: So01.Do1170 - 2017-06-29 | Section: Signs and symptoms 
Text(866) | Tiempo: 10720 ms | TextId: So01.Do1171.V2017-06-29.Se01.T01 | No. Concepts: 6 | Doc: So01.Do1171 - 2017-06-29 | Section: Cause 
Text(867) | Tiempo: 4841 ms | TextId: So01.Do1171.V2017-06-29.Se01.T02 | No. Concepts: 5 | Doc: So01.Do1171 - 2017-06-29 | Section: Cause 
Text(868) | Tiempo: 2000 ms | TextId: So01.Do1171.V2017-06-29.Se01.T03 | No. Concepts: 2 | Doc: So01.Do1171 - 2017-06-29 | Section: Cause 
Text(869) | Tiempo: 68 ms | TextId: So01.Do1171.V2017-06-29.Se01.T04 | No. Concepts: 1 | Doc: So01.Do1171 - 2017-06-29 | Section: Cause 
Text(870) | Tiempo: 5416 ms | TextId: So01.Do1172.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1172 - 2017-06-29 | Section: Cause 
Text(871) | Tiempo: 3985 ms | TextId: So01.Do1172.V2017-06-29.Se01.T02 | No. Concepts: 4 | Doc: So01.Do1172 - 2017-06-29 | Section: Cause 
Text(872) | Tiempo: 5928 ms | TextId: So01.Do1172.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1172 - 2017-06-29 | Section: Diagnosis 
Text(873) | Tiempo: 17980 ms | TextId: So01.Do1172.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do1172 - 2017-06-29 | Section: Diagnosis 
Text(874) | Tiempo: 7383 ms | TextId: So01.Do1172.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1172 - 2017-06-29 | Section: Diagnosis 
Text(875) | Tiempo: 16395 ms | TextId: So01.Do1172.V2017-06-29.Se02.T04 | No. Concepts: 7 | Doc: So01.Do1172 - 2017-06-29 | Section: Diagnosis 
Text(876) | Tiempo: 10443 ms | TextId: So01.Do1172.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(877) | Tiempo: 2609 ms | TextId: So01.Do1172.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(878) | Tiempo: 1501 ms | TextId: So01.Do1172.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(879) | Tiempo: 129 ms | TextId: So01.Do1172.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(880) | Tiempo: 111 ms | TextId: So01.Do1172.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(881) | Tiempo: 4052 ms | TextId: So01.Do1172.V2017-06-29.Se04.T06 | No. Concepts: 3 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(882) | Tiempo: 4140 ms | TextId: So01.Do1172.V2017-06-29.Se04.T07 | No. Concepts: 3 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(883) | Tiempo: 1342 ms | TextId: So01.Do1172.V2017-06-29.Se04.T08 | No. Concepts: 2 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(884) | Tiempo: 1736 ms | TextId: So01.Do1172.V2017-06-29.Se04.T09 | No. Concepts: 2 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(885) | Tiempo: 4613 ms | TextId: So01.Do1172.V2017-06-29.Se04.T10 | No. Concepts: 2 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(886) | Tiempo: 12403 ms | TextId: So01.Do1172.V2017-06-29.Se04.T11 | No. Concepts: 8 | Doc: So01.Do1172 - 2017-06-29 | Section: Signs and symptoms 
Text(887) | Tiempo: 6948 ms | TextId: So01.Do1173.V2017-06-29.Se01.T01 | No. Concepts: 4 | Doc: So01.Do1173 - 2017-06-29 | Section: Cause 
Text(888) | Tiempo: 3198 ms | TextId: So01.Do1173.V2017-06-29.Se01.T02 | No. Concepts: 3 | Doc: So01.Do1173 - 2017-06-29 | Section: Cause 
Text(889) | Tiempo: 14738 ms | TextId: So01.Do1173.V2017-06-29.Se02.T01 | No. Concepts: 11 | Doc: So01.Do1173 - 2017-06-29 | Section: Diagnosis 
Text(890) | Tiempo: 10215 ms | TextId: So01.Do1173.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1173 - 2017-06-29 | Section: Diagnosis 
Text(891) | Tiempo: 5591 ms | TextId: So01.Do1173.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1173 - 2017-06-29 | Section: Diagnosis 
Text(892) | Tiempo: 10021 ms | TextId: So01.Do1173.V2017-06-29.Se02.T04 | No. Concepts: 8 | Doc: So01.Do1173 - 2017-06-29 | Section: Diagnosis 
Text(893) | Tiempo: 13147 ms | TextId: So01.Do1173.V2017-06-29.Se02.T05 | No. Concepts: 6 | Doc: So01.Do1173 - 2017-06-29 | Section: Diagnosis 
Text(894) | Tiempo: 21525 ms | TextId: So01.Do1173.V2017-06-29.Se04.T01 | No. Concepts: 16 | Doc: So01.Do1173 - 2017-06-29 | Section: Signs and symptoms 
Text(895) | Tiempo: 1468 ms | TextId: So01.Do1173.V2017-06-29.Se04.T02 | No. Concepts: 2 | Doc: So01.Do1173 - 2017-06-29 | Section: Signs and symptoms 
Text(896) | Tiempo: 8220 ms | TextId: So01.Do1174.V2017-06-29.Se02.T01 | No. Concepts: 6 | Doc: So01.Do1174 - 2017-06-29 | Section: Diagnosis 
Text(897) | Tiempo: 3387 ms | TextId: So01.Do1174.V2017-06-29.Se02.T02 | No. Concepts: 4 | Doc: So01.Do1174 - 2017-06-29 | Section: Diagnosis 
Text(898) | Tiempo: 35338 ms | TextId: So01.Do1174.V2017-06-29.Se02.T03 | No. Concepts: 16 | Doc: So01.Do1174 - 2017-06-29 | Section: Diagnosis 
Text(899) | Tiempo: 27543 ms | TextId: So01.Do1174.V2017-06-29.Se04.T01 | No. Concepts: 15 | Doc: So01.Do1174 - 2017-06-29 | Section: Signs and symptoms 
Text(900) | Tiempo: 48854 ms | TextId: So01.Do1174.V2017-06-29.Se04.T02 | No. Concepts: 16 | Doc: So01.Do1174 - 2017-06-29 | Section: Signs and symptoms 
Text(901) | Tiempo: 5442 ms | TextId: So01.Do1175.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1175 - 2017-06-29 | Section: Diagnosis 
Text(902) | Tiempo: 14811 ms | TextId: So01.Do1175.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do1175 - 2017-06-29 | Section: Signs and symptoms 
Text(903) | Tiempo: 15604 ms | TextId: So01.Do1176.V2017-06-29.Se01.T01 | No. Concepts: 11 | Doc: So01.Do1176 - 2017-06-29 | Section: Cause 
Text(904) | Tiempo: 11901 ms | TextId: So01.Do1176.V2017-06-29.Se01.T02 | No. Concepts: 5 | Doc: So01.Do1176 - 2017-06-29 | Section: Cause 
Text(905) | Tiempo: 1415 ms | TextId: So01.Do1176.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(906) | Tiempo: 16 ms | TextId: So01.Do1176.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(907) | Tiempo: 1088 ms | TextId: So01.Do1176.V2017-06-29.Se02.T03 | No. Concepts: 2 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(908) | Tiempo: 2679 ms | TextId: So01.Do1176.V2017-06-29.Se02.T04 | No. Concepts: 3 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(909) | Tiempo: 1518 ms | TextId: So01.Do1176.V2017-06-29.Se02.T05 | No. Concepts: 2 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(910) | Tiempo: 2986 ms | TextId: So01.Do1176.V2017-06-29.Se02.T06 | No. Concepts: 3 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(911) | Tiempo: 6508 ms | TextId: So01.Do1176.V2017-06-29.Se02.T07 | No. Concepts: 5 | Doc: So01.Do1176 - 2017-06-29 | Section: Diagnosis 
Text(912) | Tiempo: 8267 ms | TextId: So01.Do1176.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(913) | Tiempo: 19343 ms | TextId: So01.Do1176.V2017-06-29.Se04.T02 | No. Concepts: 10 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(914) | Tiempo: 18126 ms | TextId: So01.Do1176.V2017-06-29.Se04.T03 | No. Concepts: 12 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(915) | Tiempo: 6881 ms | TextId: So01.Do1176.V2017-06-29.Se04.T04 | No. Concepts: 4 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(916) | Tiempo: 22878 ms | TextId: So01.Do1176.V2017-06-29.Se04.T05 | No. Concepts: 7 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(917) | Tiempo: 10634 ms | TextId: So01.Do1176.V2017-06-29.Se04.T06 | No. Concepts: 4 | Doc: So01.Do1176 - 2017-06-29 | Section: Signs and symptoms 
Text(918) | Tiempo: 37 ms | TextId: So01.Do1177.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
Text(919) | Tiempo: 1187 ms | TextId: So01.Do1177.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1177 - 2017-06-29 | Section: Diagnosis 
